ResponseID,EmpID,SurveyWaveID,SurveyLaunchDate,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore
RESP-009378,2831,2015-H2,2015-09-01,2015-09-13,3,4,4
RESP-009379,3368,2015-H2,2015-09-01,2015-09-10,4,5,4
RESP-009380,1122,2015-H2,2015-09-01,2015-09-14,4,5,4
RESP-009381,2469,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009382,1005,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009383,2312,2015-H2,2015-09-01,2015-09-04,4,4,3
RESP-009384,1197,2015-H2,2015-09-01,2015-09-03,3,4,3
RESP-009385,3510,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009386,1781,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009387,2001,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009388,2170,2015-H2,2015-09-01,2015-09-08,5,5,4
RESP-009389,1057,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009390,1734,2015-H2,2015-09-01,2015-09-11,5,3,3
RESP-009391,2008,2015-H2,2015-09-01,2015-09-08,5,4,5
RESP-009392,3689,2015-H2,2015-09-01,2015-09-12,5,5,5
RESP-009393,2119,2015-H2,2015-09-01,2015-09-12,4,4,3
RESP-009394,3565,2015-H2,2015-09-01,2015-09-10,5,4,4
RESP-009395,3308,2015-H2,2015-09-01,2015-09-08,3,4,4
RESP-009396,2912,2015-H2,2015-09-01,2015-09-02,3,4,4
RESP-009397,2885,2015-H2,2015-09-01,2015-09-12,5,5,4
RESP-009398,3950,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009399,3394,2015-H2,2015-09-01,2015-09-09,4,5,3
RESP-009400,2785,2015-H2,2015-09-01,2015-09-09,4,5,4
RESP-009401,3820,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009402,2651,2015-H2,2015-09-01,2015-09-06,4,3,3
RESP-009403,1130,2015-H2,2015-09-01,2015-09-04,4,5,3
RESP-009404,3291,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009405,1276,2015-H2,2015-09-01,2015-09-04,4,4,4
RESP-009406,3743,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009407,1496,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009408,3751,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009409,3944,2015-H2,2015-09-01,2015-09-14,5,5,4
RESP-009410,3199,2015-H2,2015-09-01,2015-09-02,5,4,4
RESP-009411,1830,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009412,3147,2015-H2,2015-09-01,2015-09-14,3,3,4
RESP-009413,2578,2015-H2,2015-09-01,2015-09-03,4,4,5
RESP-009414,2923,2015-H2,2015-09-01,2015-09-04,4,4,4
RESP-009415,2804,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009416,1556,2015-H2,2015-09-01,2015-09-14,4,4,3
RESP-009417,1183,2015-H2,2015-09-01,2015-09-01,4,4,5
RESP-009418,3362,2015-H2,2015-09-01,2015-09-11,4,3,3
RESP-009419,1992,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009420,3066,2015-H2,2015-09-01,2015-09-10,3,3,4
RESP-009421,3821,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009422,1668,2015-H2,2015-09-01,2015-09-05,5,5,4
RESP-009423,2421,2015-H2,2015-09-01,2015-09-11,3,4,3
RESP-009424,1023,2015-H2,2015-09-01,2015-09-06,3,4,4
RESP-009425,3613,2015-H2,2015-09-01,2015-09-04,4,4,5
RESP-009426,3417,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009427,2697,2015-H2,2015-09-01,2015-09-06,4,3,4
RESP-009428,3304,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009429,3842,2015-H2,2015-09-01,2015-09-06,5,5,5
RESP-009430,2463,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009431,1719,2015-H2,2015-09-01,2015-09-05,5,4,4
RESP-009432,3299,2015-H2,2015-09-01,2015-09-03,5,5,4
RESP-009433,2952,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009434,2299,2015-H2,2015-09-01,2015-09-03,5,4,3
RESP-009435,3370,2015-H2,2015-09-01,2015-09-08,4,5,4
RESP-009436,1469,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009437,2017,2015-H2,2015-09-01,2015-09-10,5,5,3
RESP-009438,1158,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009439,3283,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009440,2274,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009441,3202,2015-H2,2015-09-01,2015-09-01,3,3,4
RESP-009442,3687,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009443,2023,2015-H2,2015-09-01,2015-09-14,5,5,5
RESP-009444,2201,2015-H2,2015-09-01,2015-09-11,5,3,3
RESP-009445,2823,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009446,2471,2015-H2,2015-09-01,2015-09-01,4,4,3
RESP-009447,3434,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009448,1842,2015-H2,2015-09-01,2015-09-01,3,4,4
RESP-009449,3521,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009450,1980,2015-H2,2015-09-01,2015-09-04,4,5,3
RESP-009451,3858,2015-H2,2015-09-01,2015-09-09,5,4,4
RESP-009452,1228,2015-H2,2015-09-01,2015-09-03,4,5,4
RESP-009453,3223,2015-H2,2015-09-01,2015-09-12,4,4,5
RESP-009454,3996,2015-H2,2015-09-01,2015-09-07,5,5,4
RESP-009455,1044,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009456,1164,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009457,3940,2015-H2,2015-09-01,2015-09-05,3,4,4
RESP-009458,2406,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009459,2729,2015-H2,2015-09-01,2015-09-13,4,5,4
RESP-009460,3972,2015-H2,2015-09-01,2015-09-01,4,5,4
RESP-009461,1844,2015-H2,2015-09-01,2015-09-01,3,4,3
RESP-009462,2670,2015-H2,2015-09-01,2015-09-10,4,5,4
RESP-009463,1930,2015-H2,2015-09-01,2015-09-14,4,3,3
RESP-009464,2768,2015-H2,2015-09-01,2015-09-14,4,4,4
RESP-009465,2545,2015-H2,2015-09-01,2015-09-09,5,5,5
RESP-009466,3446,2015-H2,2015-09-01,2015-09-03,4,3,3
RESP-009467,3045,2015-H2,2015-09-01,2015-09-07,5,5,4
RESP-009468,2876,2015-H2,2015-09-01,2015-09-10,4,5,4
RESP-009469,2129,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009470,3111,2015-H2,2015-09-01,2015-09-14,4,4,4
RESP-009471,2802,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009472,1468,2015-H2,2015-09-01,2015-09-08,5,4,4
RESP-009473,2304,2015-H2,2015-09-01,2015-09-03,5,5,4
RESP-009474,2903,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009475,2565,2015-H2,2015-09-01,2015-09-14,4,4,3
RESP-009476,1161,2015-H2,2015-09-01,2015-09-01,5,5,4
RESP-009477,2908,2015-H2,2015-09-01,2015-09-08,5,5,4
RESP-009478,1593,2015-H2,2015-09-01,2015-09-02,4,5,4
RESP-009479,1575,2015-H2,2015-09-01,2015-09-03,4,3,4
RESP-009480,1737,2015-H2,2015-09-01,2015-09-12,4,5,4
RESP-009481,3207,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009482,2091,2015-H2,2015-09-01,2015-09-05,3,4,3
RESP-009483,1906,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009484,3253,2015-H2,2015-09-01,2015-09-06,4,5,4
RESP-009485,2861,2015-H2,2015-09-01,2015-09-09,4,5,4
RESP-009486,1696,2015-H2,2015-09-01,2015-09-12,5,4,3
RESP-009487,3841,2015-H2,2015-09-01,2015-09-12,5,5,5
RESP-009488,3488,2015-H2,2015-09-01,2015-09-09,5,4,4
RESP-009489,2589,2015-H2,2015-09-01,2015-09-05,3,4,4
RESP-009490,1448,2015-H2,2015-09-01,2015-09-04,4,4,3
RESP-009491,3707,2015-H2,2015-09-01,2015-09-14,5,4,4
RESP-009492,1549,2015-H2,2015-09-01,2015-09-05,4,5,5
RESP-009493,2829,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009494,3906,2015-H2,2015-09-01,2015-09-07,5,5,4
RESP-009495,2506,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009496,2771,2015-H2,2015-09-01,2015-09-03,4,4,3
RESP-009497,1372,2015-H2,2015-09-01,2015-09-09,5,4,4
RESP-009498,2635,2015-H2,2015-09-01,2015-09-01,5,4,3
RESP-009499,3931,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009500,2894,2015-H2,2015-09-01,2015-09-10,4,5,4
RESP-009501,3553,2015-H2,2015-09-01,2015-09-11,3,3,4
RESP-009502,2997,2015-H2,2015-09-01,2015-09-06,4,4,5
RESP-009503,3309,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009504,3819,2015-H2,2015-09-01,2015-09-11,4,4,4
RESP-009505,2202,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009506,3571,2015-H2,2015-09-01,2015-09-04,5,4,4
RESP-009507,3495,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009508,2661,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009509,1425,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009510,3881,2015-H2,2015-09-01,2015-09-04,5,4,5
RESP-009511,3222,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009512,3626,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009513,2779,2015-H2,2015-09-01,2015-09-01,5,3,4
RESP-009514,2224,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009515,2046,2015-H2,2015-09-01,2015-09-04,4,4,4
RESP-009516,3541,2015-H2,2015-09-01,2015-09-02,3,4,4
RESP-009517,1558,2015-H2,2015-09-01,2015-09-03,5,4,4
RESP-009518,1534,2015-H2,2015-09-01,2015-09-07,4,5,4
RESP-009519,2662,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009520,2698,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009521,3612,2015-H2,2015-09-01,2015-09-02,4,3,4
RESP-009522,1250,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009523,3344,2015-H2,2015-09-01,2015-09-03,4,4,5
RESP-009524,2457,2015-H2,2015-09-01,2015-09-12,5,4,4
RESP-009525,3367,2015-H2,2015-09-01,2015-09-13,5,5,3
RESP-009526,1146,2015-H2,2015-09-01,2015-09-02,4,5,3
RESP-009527,2948,2015-H2,2015-09-01,2015-09-07,3,4,4
RESP-009528,2776,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009529,2855,2015-H2,2015-09-01,2015-09-04,4,4,3
RESP-009530,2464,2015-H2,2015-09-01,2015-09-07,4,5,4
RESP-009531,2579,2015-H2,2015-09-01,2015-09-10,4,4,4
RESP-009532,2594,2015-H2,2015-09-01,2015-09-10,5,5,4
RESP-009533,1371,2015-H2,2015-09-01,2015-09-05,5,5,5
RESP-009534,3784,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009535,1806,2015-H2,2015-09-01,2015-09-02,4,5,5
RESP-009536,3734,2015-H2,2015-09-01,2015-09-03,4,4,3
RESP-009537,2974,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009538,2328,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009539,2362,2015-H2,2015-09-01,2015-09-03,5,4,4
RESP-009540,1177,2015-H2,2015-09-01,2015-09-02,4,4,3
RESP-009541,1800,2015-H2,2015-09-01,2015-09-11,4,3,3
RESP-009542,1133,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009543,2235,2015-H2,2015-09-01,2015-09-06,4,4,5
RESP-009544,3616,2015-H2,2015-09-01,2015-09-04,3,4,3
RESP-009545,2285,2015-H2,2015-09-01,2015-09-07,4,5,4
RESP-009546,2385,2015-H2,2015-09-01,2015-09-05,5,4,3
RESP-009547,3064,2015-H2,2015-09-01,2015-09-08,5,4,5
RESP-009548,1233,2015-H2,2015-09-01,2015-09-04,4,4,4
RESP-009549,1531,2015-H2,2015-09-01,2015-09-09,4,3,4
RESP-009550,1579,2015-H2,2015-09-01,2015-09-03,4,5,4
RESP-009551,2559,2015-H2,2015-09-01,2015-09-02,5,5,4
RESP-009552,2356,2015-H2,2015-09-01,2015-09-10,5,3,4
RESP-009553,2334,2015-H2,2015-09-01,2015-09-04,4,4,4
RESP-009554,1030,2015-H2,2015-09-01,2015-09-02,4,4,3
RESP-009555,2637,2015-H2,2015-09-01,2015-09-04,5,5,5
RESP-009556,1890,2015-H2,2015-09-01,2015-09-10,4,3,4
RESP-009557,1150,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009558,3128,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009559,3715,2015-H2,2015-09-01,2015-09-08,3,4,4
RESP-009560,1460,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009561,1120,2015-H2,2015-09-01,2015-09-14,4,5,3
RESP-009562,2503,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009563,1783,2015-H2,2015-09-01,2015-09-14,5,4,4
RESP-009564,2411,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009565,3436,2015-H2,2015-09-01,2015-09-11,5,4,5
RESP-009566,3942,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009567,2117,2015-H2,2015-09-01,2015-09-11,5,5,4
RESP-009568,3083,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009569,1682,2015-H2,2015-09-01,2015-09-12,5,5,4
RESP-009570,2121,2015-H2,2015-09-01,2015-09-03,4,4,5
RESP-009571,1908,2015-H2,2015-09-01,2015-09-14,4,4,4
RESP-009572,2477,2015-H2,2015-09-01,2015-09-05,4,5,5
RESP-009573,2265,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009574,3117,2015-H2,2015-09-01,2015-09-07,4,4,3
RESP-009575,2981,2015-H2,2015-09-01,2015-09-07,5,4,4
RESP-009576,3036,2015-H2,2015-09-01,2015-09-06,5,4,4
RESP-009577,3200,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009578,3550,2015-H2,2015-09-01,2015-09-09,4,3,4
RESP-009579,3517,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009580,2164,2015-H2,2015-09-01,2015-09-11,3,4,4
RESP-009581,1169,2015-H2,2015-09-01,2015-09-03,5,4,4
RESP-009582,2568,2015-H2,2015-09-01,2015-09-10,5,5,4
RESP-009583,1542,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009584,3384,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009585,3348,2015-H2,2015-09-01,2015-09-05,4,3,4
RESP-009586,1965,2015-H2,2015-09-01,2015-09-04,5,4,4
RESP-009587,1508,2015-H2,2015-09-01,2015-09-08,3,4,4
RESP-009588,3752,2015-H2,2015-09-01,2015-09-05,5,3,4
RESP-009589,3814,2015-H2,2015-09-01,2015-09-04,3,3,4
RESP-009590,2100,2015-H2,2015-09-01,2015-09-10,4,5,4
RESP-009591,3602,2015-H2,2015-09-01,2015-09-02,4,4,3
RESP-009592,2958,2015-H2,2015-09-01,2015-09-08,4,5,4
RESP-009593,2639,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009594,1447,2015-H2,2015-09-01,2015-09-03,4,4,5
RESP-009595,2414,2015-H2,2015-09-01,2015-09-07,4,4,3
RESP-009596,3244,2015-H2,2015-09-01,2015-09-14,4,5,4
RESP-009597,1643,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009598,1587,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009599,3143,2015-H2,2015-09-01,2015-09-01,4,5,4
RESP-009600,1849,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009601,2130,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009602,1956,2015-H2,2015-09-01,2015-09-06,4,4,2
RESP-009603,2228,2015-H2,2015-09-01,2015-09-14,4,4,4
RESP-009604,3054,2015-H2,2015-09-01,2015-09-09,4,4,5
RESP-009605,3270,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009606,2798,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009607,3852,2015-H2,2015-09-01,2015-09-10,4,4,5
RESP-009608,3624,2015-H2,2015-09-01,2015-09-10,4,4,3
RESP-009609,1701,2015-H2,2015-09-01,2015-09-07,3,4,4
RESP-009610,2173,2015-H2,2015-09-01,2015-09-09,4,5,4
RESP-009611,3093,2015-H2,2015-09-01,2015-09-06,4,4,3
RESP-009612,2516,2015-H2,2015-09-01,2015-09-03,4,4,3
RESP-009613,3665,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009614,3426,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009615,1497,2015-H2,2015-09-01,2015-09-03,4,4,5
RESP-009616,1874,2015-H2,2015-09-01,2015-09-09,4,4,3
RESP-009617,1563,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009618,3651,2015-H2,2015-09-01,2015-09-05,5,4,4
RESP-009619,3197,2015-H2,2015-09-01,2015-09-05,4,4,3
RESP-009620,3224,2015-H2,2015-09-01,2015-09-09,4,4,3
RESP-009621,3099,2015-H2,2015-09-01,2015-09-08,4,5,5
RESP-009622,3923,2015-H2,2015-09-01,2015-09-12,4,5,4
RESP-009623,1137,2015-H2,2015-09-01,2015-09-06,4,4,3
RESP-009624,2441,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009625,1313,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009626,3930,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009627,3230,2015-H2,2015-09-01,2015-09-14,4,4,3
RESP-009628,3435,2015-H2,2015-09-01,2015-09-06,4,5,4
RESP-009629,1290,2015-H2,2015-09-01,2015-09-04,5,5,3
RESP-009630,2754,2015-H2,2015-09-01,2015-09-09,3,4,4
RESP-009631,1538,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009632,2341,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009633,3777,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009634,1604,2015-H2,2015-09-01,2015-09-08,5,4,4
RESP-009635,3831,2015-H2,2015-09-01,2015-09-14,4,5,3
RESP-009636,1110,2015-H2,2015-09-01,2015-09-04,4,4,4
RESP-009637,3373,2015-H2,2015-09-01,2015-09-03,5,4,4
RESP-009638,2302,2015-H2,2015-09-01,2015-09-03,4,4,3
RESP-009639,2439,2015-H2,2015-09-01,2015-09-12,4,5,4
RESP-009640,1974,2015-H2,2015-09-01,2015-09-07,4,5,5
RESP-009641,1635,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009642,3993,2015-H2,2015-09-01,2015-09-11,4,4,4
RESP-009643,3393,2015-H2,2015-09-01,2015-09-07,5,5,4
RESP-009644,1465,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009645,1026,2015-H2,2015-09-01,2015-09-07,5,4,3
RESP-009646,3123,2015-H2,2015-09-01,2015-09-11,4,4,4
RESP-009647,1459,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009648,2111,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009649,1555,2015-H2,2015-09-01,2015-09-09,5,5,4
RESP-009650,3319,2015-H2,2015-09-01,2015-09-03,4,4,4
RESP-009651,1104,2015-H2,2015-09-01,2015-09-14,4,4,4
RESP-009652,2542,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009653,3989,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009654,1766,2015-H2,2015-09-01,2015-09-09,4,4,5
RESP-009655,1632,2015-H2,2015-09-01,2015-09-13,4,5,4
RESP-009656,2644,2015-H2,2015-09-01,2015-09-05,4,4,3
RESP-009657,2331,2015-H2,2015-09-01,2015-09-08,5,4,5
RESP-009658,2562,2015-H2,2015-09-01,2015-09-03,5,4,4
RESP-009659,1140,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009660,3284,2015-H2,2015-09-01,2015-09-02,5,4,4
RESP-009661,2828,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009662,3110,2015-H2,2015-09-01,2015-09-14,3,4,4
RESP-009663,1277,2015-H2,2015-09-01,2015-09-10,4,4,4
RESP-009664,1989,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009665,3826,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009666,1311,2015-H2,2015-09-01,2015-09-04,5,4,4
RESP-009667,2689,2015-H2,2015-09-01,2015-09-03,5,4,3
RESP-009668,3102,2015-H2,2015-09-01,2015-09-13,5,5,4
RESP-009669,2424,2015-H2,2015-09-01,2015-09-08,4,3,4
RESP-009670,2187,2015-H2,2015-09-01,2015-09-02,5,5,4
RESP-009671,3623,2015-H2,2015-09-01,2015-09-07,4,4,4
RESP-009672,1330,2015-H2,2015-09-01,2015-09-05,3,4,4
RESP-009673,3965,2015-H2,2015-09-01,2015-09-05,4,5,4
RESP-009674,3702,2015-H2,2015-09-01,2015-09-03,5,5,4
RESP-009675,3272,2015-H2,2015-09-01,2015-09-05,5,5,4
RESP-009676,2178,2015-H2,2015-09-01,2015-09-02,4,3,3
RESP-009677,3539,2015-H2,2015-09-01,2015-09-13,5,4,4
RESP-009678,1203,2015-H2,2015-09-01,2015-09-06,5,5,4
RESP-009679,3401,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009680,1900,2015-H2,2015-09-01,2015-09-13,5,5,5
RESP-009681,3101,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009682,1344,2015-H2,2015-09-01,2015-09-02,5,3,4
RESP-009683,2803,2015-H2,2015-09-01,2015-09-07,4,5,4
RESP-009684,2377,2015-H2,2015-09-01,2015-09-01,4,5,4
RESP-009685,2337,2015-H2,2015-09-01,2015-09-14,5,5,4
RESP-009686,1472,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009687,1492,2015-H2,2015-09-01,2015-09-10,4,4,4
RESP-009688,1332,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009689,3275,2015-H2,2015-09-01,2015-09-02,3,3,4
RESP-009690,3397,2015-H2,2015-09-01,2015-09-07,5,4,4
RESP-009691,2645,2015-H2,2015-09-01,2015-09-13,4,5,4
RESP-009692,3142,2015-H2,2015-09-01,2015-09-10,3,3,4
RESP-009693,1136,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009694,3059,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009695,2256,2015-H2,2015-09-01,2015-09-11,5,5,4
RESP-009696,1283,2015-H2,2015-09-01,2015-09-13,5,4,4
RESP-009697,2648,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009698,1244,2015-H2,2015-09-01,2015-09-01,4,5,3
RESP-009699,2276,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009700,1591,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009701,1263,2015-H2,2015-09-01,2015-09-11,4,4,5
RESP-009702,2841,2015-H2,2015-09-01,2015-09-11,4,5,3
RESP-009703,2166,2015-H2,2015-09-01,2015-09-14,5,4,5
RESP-009704,3536,2015-H2,2015-09-01,2015-09-12,4,5,4
RESP-009705,1493,2015-H2,2015-09-01,2015-09-01,5,3,4
RESP-009706,1271,2015-H2,2015-09-01,2015-09-05,4,4,4
RESP-009707,3107,2015-H2,2015-09-01,2015-09-13,5,4,4
RESP-009708,3711,2015-H2,2015-09-01,2015-09-11,3,4,4
RESP-009709,2063,2015-H2,2015-09-01,2015-09-06,3,4,4
RESP-009710,2152,2015-H2,2015-09-01,2015-09-11,4,4,4
RESP-009711,3487,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009712,2257,2015-H2,2015-09-01,2015-09-05,5,4,4
RESP-009713,3404,2015-H2,2015-09-01,2015-09-04,5,5,4
RESP-009714,2241,2015-H2,2015-09-01,2015-09-11,5,4,4
RESP-009715,2298,2015-H2,2015-09-01,2015-09-10,4,4,3
RESP-009716,3645,2015-H2,2015-09-01,2015-09-13,4,4,4
RESP-009717,3949,2015-H2,2015-09-01,2015-09-12,3,4,4
RESP-009718,3115,2015-H2,2015-09-01,2015-09-08,4,5,4
RESP-009719,3418,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009720,2146,2015-H2,2015-09-01,2015-09-07,4,4,3
RESP-009721,1385,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009722,1380,2015-H2,2015-09-01,2015-09-01,5,4,4
RESP-009723,1618,2015-H2,2015-09-01,2015-09-03,3,4,4
RESP-009724,3988,2015-H2,2015-09-01,2015-09-08,5,5,4
RESP-009725,3876,2015-H2,2015-09-01,2015-09-05,3,4,4
RESP-009726,1451,2015-H2,2015-09-01,2015-09-07,5,5,4
RESP-009727,1884,2015-H2,2015-09-01,2015-09-01,4,4,3
RESP-009728,3646,2015-H2,2015-09-01,2015-09-08,4,3,3
RESP-009729,2973,2015-H2,2015-09-01,2015-09-10,4,4,4
RESP-009730,2109,2015-H2,2015-09-01,2015-09-10,4,4,4
RESP-009731,3656,2015-H2,2015-09-01,2015-09-05,5,4,3
RESP-009732,1093,2015-H2,2015-09-01,2015-09-09,4,4,4
RESP-009733,1013,2015-H2,2015-09-01,2015-09-09,5,4,4
RESP-009734,3219,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009735,3891,2015-H2,2015-09-01,2015-09-02,5,5,4
RESP-009736,3932,2015-H2,2015-09-01,2015-09-08,5,4,4
RESP-009737,1988,2015-H2,2015-09-01,2015-09-13,4,4,5
RESP-009738,3266,2015-H2,2015-09-01,2015-09-10,4,4,3
RESP-009739,1382,2015-H2,2015-09-01,2015-09-05,4,4,3
RESP-009740,2114,2015-H2,2015-09-01,2015-09-13,5,5,4
RESP-009741,3256,2015-H2,2015-09-01,2015-09-08,3,4,3
RESP-009742,2849,2015-H2,2015-09-01,2015-09-08,5,4,4
RESP-009743,3471,2015-H2,2015-09-01,2015-09-05,4,5,4
RESP-009744,3913,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009745,2263,2015-H2,2015-09-01,2015-09-14,4,4,5
RESP-009746,1056,2015-H2,2015-09-01,2015-09-14,5,5,4
RESP-009747,2561,2015-H2,2015-09-01,2015-09-06,4,4,4
RESP-009748,1533,2015-H2,2015-09-01,2015-09-02,4,3,4
RESP-009749,2249,2015-H2,2015-09-01,2015-09-03,4,4,5
RESP-009750,2759,2015-H2,2015-09-01,2015-09-02,4,4,4
RESP-009751,3056,2015-H2,2015-09-01,2015-09-07,3,4,4
RESP-009752,1464,2015-H2,2015-09-01,2015-09-13,4,4,3
RESP-009753,3605,2015-H2,2015-09-01,2015-09-01,5,5,4
RESP-009754,2358,2015-H2,2015-09-01,2015-09-12,4,4,4
RESP-009755,2593,2015-H2,2015-09-01,2015-09-01,4,4,4
RESP-009756,3919,2015-H2,2015-09-01,2015-09-08,4,4,4
RESP-009757,2927,2015-H2,2015-09-01,2015-09-06,4,4,3
RESP-009758,2808,2015-H2,2015-09-01,2015-09-14,4,4,5
RESP-009759,3720,2015-H2,2015-09-01,2015-09-04,5,5,4
RESP-009760,3085,2015-H2,2015-09-01,2015-09-02,4,4,3
RESP-009761,2208,2015-H2,2015-09-01,2015-09-04,4,4,3
RESP-009762,1232,2015-H2,2015-09-01,2015-09-04,5,5,5
RESP-009763,2926,2015-H2,2015-09-01,2015-09-07,4,4,3
RESP-009764,3717,2015-H2,2015-09-01,2015-09-07,4,4,3
